condition,source_line,iteration,observed_at,raw_rows,mv_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,legend_label,attribution_legend_label,data_path,warehouse,display_latency_sec,included_in_plot,exclusion_reason
raw_interactive,31,31,2026-08-11T16:18:57Z,16496810019,265071,2,Watchlist summary,0.615,0.056,0.559,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.737,True,
raw_interactive,32,32,2026-08-11T16:28:57Z,17037168163,266645,2,Watchlist summary,0.645,0.096,0.549,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.737,True,
raw_interactive,33,33,2026-08-11T16:38:57Z,17587595862,276663,2,Watchlist summary,0.744,0.127,0.617,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.739,True,
raw_interactive,34,34,2026-08-11T16:48:57Z,18120902444,286445,2,Watchlist summary,0.739,0.095,0.644,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.744,True,
raw_interactive,35,35,2026-08-11T16:58:57Z,18664388826,292723,2,Watchlist summary,0.829,0.133,0.696,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.814,True,
raw_interactive,36,36,2026-08-11T17:08:57Z,19216193045,296867,2,Watchlist summary,0.814,0.143,0.671,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.814,True,
raw_interactive,37,37,2026-08-11T17:18:57Z,19745883933,311850,2,Watchlist summary,0.932,0.198,0.734,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.829,True,
raw_interactive,38,38,2026-08-11T17:28:57Z,20305329136,321452,2,Watchlist summary,0.814,0.111,0.703,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.835,True,
raw_interactive,39,39,2026-08-11T17:38:57Z,20844684066,322191,2,Watchlist summary,0.976,0.182,0.794,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.866,True,
raw_interactive,40,40,2026-08-11T17:48:57Z,21391428069,332210,2,Watchlist summary,0.835,0.04,0.795,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.932,True,
raw_interactive,41,41,2026-08-11T17:58:57Z,21938345201,356051,2,Watchlist summary,0.866,0.111,0.755,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.945,True,
raw_interactive,42,42,2026-08-11T18:08:57Z,22480394175,357598,2,Watchlist summary,0.956,0.151,0.805,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.945,True,
raw_interactive,43,43,2026-08-11T18:18:57Z,23027036303,367612,2,Watchlist summary,1.142,0.061,1.081,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.945,True,
raw_interactive,44,44,2026-08-11T18:28:57Z,23563684837,377635,2,Watchlist summary,0.945,0.187,0.758,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.956,True,
raw_interactive,45,45,2026-08-11T18:38:57Z,24108292723,387804,2,Watchlist summary,0.908,0.066,0.842,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.977,True,
raw_interactive,46,46,2026-08-11T18:48:57Z,24651647019,397339,2,Watchlist summary,1.003,0.154,0.849,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.003,True,
raw_interactive,47,47,2026-08-11T18:58:57Z,25200289313,398498,2,Watchlist summary,0.977,0.146,0.831,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.003,True,
raw_interactive,48,48,2026-08-11T19:08:57Z,25747852434,413927,2,Watchlist summary,1.005,0.155,0.85,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.005,True,
raw_interactive,49,49,2026-08-11T19:18:57Z,26283076869,424144,2,Watchlist summary,1.321,0.151,1.17,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.016,True,
raw_interactive,50,50,2026-08-11T19:28:57Z,26820178083,434321,2,Watchlist summary,1.07,0.204,0.866,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.07,True,
raw_interactive,51,51,2026-08-11T19:38:57Z,27375417517,442724,2,Watchlist summary,1.016,0.158,0.858,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.07,True,
raw_interactive,52,52,2026-08-11T19:48:57Z,27918995748,445164,2,Watchlist summary,1.099,0.189,0.91,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.088,True,
raw_interactive,53,53,2026-08-11T19:58:57Z,28455528243,455348,2,Watchlist summary,1.147,0.238,0.909,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.07,True,
raw_interactive,54,54,2026-08-11T20:08:57Z,28993570106,470389,2,Watchlist summary,1.063,0.108,0.955,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.088,True,
raw_interactive,55,55,2026-08-11T20:18:57Z,29545700964,471235,2,Watchlist summary,1.088,0.084,1.004,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.099,True,
raw_interactive,56,56,2026-08-11T20:28:57Z,30083988028,481460,2,Watchlist summary,1.058,0.056,1.002,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.147,True,
raw_interactive,57,57,2026-08-11T20:38:57Z,30630575890,491435,2,Watchlist summary,1.255,0.133,1.122,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.157,True,
raw_interactive,58,58,2026-08-11T20:48:57Z,31165284381,494356,2,Watchlist summary,1.157,0.123,1.034,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.157,True,
raw_interactive,59,59,2026-08-11T20:58:57Z,31720586913,502317,2,Watchlist summary,1.389,0.27,1.119,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,60,60,2026-08-11T21:08:57Z,32256432850,512514,2,Watchlist summary,1.26,0.263,0.997,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,61,61,2026-08-11T21:18:57Z,32804567571,527794,2,Watchlist summary,1.084,0.062,1.022,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,62,62,2026-08-11T21:28:57Z,33359668543,538072,2,Watchlist summary,1.4,0.281,1.119,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,63,63,2026-08-11T21:38:57Z,33893505898,548548,2,Watchlist summary,1.255,0.188,1.067,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,64,64,2026-08-11T21:48:57Z,34442826434,559115,2,Watchlist summary,1.242,0.126,1.116,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.242,True,
raw_interactive,65,65,2026-08-11T21:58:57Z,34990195086,574478,2,Watchlist summary,1.134,0.036,1.098,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,66,66,2026-08-11T22:08:57Z,35543561911,584951,2,Watchlist summary,1.355,0.245,1.11,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.255,True,
raw_interactive,67,67,2026-08-11T22:18:57Z,36086551556,595352,2,Watchlist summary,1.235,0.066,1.169,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.307,True,
raw_interactive,68,68,2026-08-11T22:28:57Z,36629144961,610534,2,Watchlist summary,1.307,0.122,1.185,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.355,True,
raw_interactive,69,69,2026-08-11T22:38:57Z,37176739226,625922,2,Watchlist summary,1.439,0.209,1.23,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.392,True,
raw_interactive,70,70,2026-08-11T22:48:57Z,37714068818,636036,2,Watchlist summary,1.392,0.195,1.197,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.439,True,
raw_interactive,71,71,2026-08-11T22:58:57Z,38258658415,645397,2,Watchlist summary,1.505,0.226,1.279,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.468,True,
raw_interactive,72,72,2026-08-11T23:08:57Z,38815458699,647027,2,Watchlist summary,1.56,0.232,1.328,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.468,True,
raw_interactive,73,73,2026-08-11T23:18:57Z,39353814542,657293,2,Watchlist summary,1.468,0.186,1.282,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.505,True,
raw_interactive,74,74,2026-08-11T23:28:57Z,39910561199,667594,2,Watchlist summary,1.526,0.137,1.389,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.526,True,
raw_interactive,75,75,2026-08-11T23:38:57Z,40450795463,683174,2,Watchlist summary,1.463,0.172,1.291,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.543,True,
raw_interactive,76,76,2026-08-11T23:48:57Z,41001235716,693776,2,Watchlist summary,1.606,0.227,1.379,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.543,True,
raw_interactive,77,77,2026-08-11T23:58:57Z,41541364286,704017,2,Watchlist summary,1.605,0.228,1.377,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.543,True,
raw_interactive,78,78,2026-08-12T00:08:57Z,42087321356,713298,2,Watchlist summary,1.543,0.104,1.439,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.605,True,
raw_interactive,79,79,2026-08-12T00:18:57Z,42638946619,714939,2,Watchlist summary,2.01,0.08,1.93,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.605,True,
raw_interactive,80,80,2026-08-12T00:28:57Z,43189555601,725251,2,Watchlist summary,1.502,0.098,1.404,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.605,True,
raw_interactive,81,81,2026-08-12T00:38:57Z,43737335549,740685,2,Watchlist summary,1.769,0.32,1.449,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.706,True,
raw_interactive,82,82,2026-08-12T00:48:57Z,44285385932,750762,2,Watchlist summary,1.463,0.044,1.419,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.764,True,
raw_interactive,83,83,2026-08-12T00:58:57Z,44819116712,751509,2,Watchlist summary,1.706,0.234,1.472,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.706,True,
raw_interactive,84,84,2026-08-12T01:08:57Z,45370941730,761877,2,Watchlist summary,1.764,0.299,1.465,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.706,True,
raw_interactive,85,85,2026-08-12T01:18:57Z,45915210443,772204,2,Watchlist summary,1.85,0.358,1.492,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.695,True,
raw_interactive,86,86,2026-08-12T01:28:57Z,46469268846,787826,2,Watchlist summary,1.695,0.183,1.512,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.706,True,
raw_interactive,87,87,2026-08-12T01:38:57Z,47014619196,796688,2,Watchlist summary,1.691,0.196,1.495,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.695,True,
raw_interactive,88,88,2026-08-12T01:48:57Z,47557887173,798764,2,Watchlist summary,1.637,0.112,1.525,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.695,True,
raw_interactive,89,89,2026-08-12T01:58:57Z,48108937450,809157,2,Watchlist summary,1.732,0.245,1.487,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.691,True,
raw_interactive,90,90,2026-08-12T02:08:57Z,48654354733,819224,2,Watchlist summary,1.642,0.105,1.537,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.691,True,
raw_interactive,91,91,2026-08-12T02:18:57Z,49198792764,827602,2,Watchlist summary,1.773,0.227,1.546,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.732,True,
raw_interactive,92,92,2026-08-12T02:28:57Z,49752959746,830036,2,Watchlist summary,1.649,0.105,1.544,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.756,True,
raw_interactive,93,93,2026-08-12T02:38:57Z,50295558507,845478,2,Watchlist summary,1.809,0.202,1.607,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.773,True,
raw_interactive,94,94,2026-08-12T02:48:57Z,50839423797,855634,2,Watchlist summary,1.883,0.251,1.632,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.809,True,
raw_interactive,95,95,2026-08-12T02:58:57Z,51388846496,862465,2,Watchlist summary,1.756,0.167,1.589,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.825,True,
raw_interactive,96,96,2026-08-12T03:08:57Z,51921113849,866535,2,Watchlist summary,2.048,0.174,1.874,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.883,True,
raw_interactive,97,97,2026-08-12T03:18:57Z,52476957308,876756,2,Watchlist summary,1.825,0.177,1.648,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.95,True,
raw_interactive,98,98,2026-08-12T03:28:57Z,53013859627,886536,2,Watchlist summary,1.95,0.216,1.734,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,1.982,True,
raw_interactive,99,99,2026-08-12T03:38:57Z,53553602030,887550,2,Watchlist summary,1.982,0.243,1.739,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.027,True,
raw_interactive,100,100,2026-08-12T03:48:57Z,54096739316,903149,2,Watchlist summary,2.079,0.178,1.901,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.027,True,
raw_interactive,101,101,2026-08-12T03:58:57Z,54638958461,913400,2,Watchlist summary,2.027,0.26,1.767,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.079,True,
raw_interactive,102,102,2026-08-12T04:08:57Z,55184688243,923559,2,Watchlist summary,2.162,0.374,1.788,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.079,True,
raw_interactive,103,103,2026-08-12T04:18:57Z,55728939933,932475,2,Watchlist summary,2.593,0.411,2.182,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.127,True,
raw_interactive,104,104,2026-08-12T04:28:57Z,56273535672,934487,2,Watchlist summary,2.127,0.267,1.86,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.127,True,
raw_interactive,105,105,2026-08-12T04:38:57Z,56810381460,944879,2,Watchlist summary,1.959,0.12,1.839,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.127,True,
raw_interactive,106,106,2026-08-12T04:48:57Z,57362361385,960211,2,Watchlist summary,2.274,0.296,1.978,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.127,True,
raw_interactive,107,107,2026-08-12T04:58:57Z,57913493016,969932,2,Watchlist summary,2.03,0.126,1.904,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.114,True,
raw_interactive,108,108,2026-08-12T05:08:57Z,58446958006,971239,2,Watchlist summary,2.078,0.221,1.857,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.107,True,
raw_interactive,109,109,2026-08-12T05:18:57Z,58996538773,981564,2,Watchlist summary,3.097,0.09,3.007,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.114,True,
raw_interactive,110,110,2026-08-12T05:28:57Z,59543392881,991989,2,Watchlist summary,2.114,0.252,1.862,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.107,True,
raw_interactive,111,111,2026-08-12T05:38:57Z,60095495207,1007498,2,Watchlist summary,2.107,0.198,1.909,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.107,True,
raw_interactive,112,112,2026-08-12T05:48:57Z,60639957737,1017387,2,Watchlist summary,2.317,0.372,1.945,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.107,True,
raw_interactive,113,113,2026-08-12T05:58:57Z,61187361357,1021219,2,Watchlist summary,1.919,0.033,1.886,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.089,True,
raw_interactive,114,114,2026-08-12T06:08:57Z,61731139656,1028891,2,Watchlist summary,2.089,0.112,1.977,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.089,True,
raw_interactive,115,115,2026-08-12T06:18:57Z,62279567684,1039264,2,Watchlist summary,2.06,0.109,1.951,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.06,True,
raw_interactive,116,116,2026-08-12T06:28:57Z,62825580983,1049565,2,Watchlist summary,2.05,0.11,1.94,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.06,True,
raw_interactive,117,117,2026-08-12T06:38:57Z,63370928291,1064923,2,Watchlist summary,2.114,0.117,1.997,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.089,True,
raw_interactive,118,118,2026-08-12T06:48:57Z,63914819184,1069441,2,Watchlist summary,2.0,0.042,1.958,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.087,True,
raw_interactive,119,119,2026-08-12T06:58:57Z,64455955665,1075991,2,Watchlist summary,2.452,0.36,2.092,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.114,True,
raw_interactive,120,120,2026-08-12T07:08:57Z,65003623242,1086220,2,Watchlist summary,2.373,0.327,2.046,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.114,True,
raw_interactive,121,121,2026-08-12T07:18:57Z,65557201130,1095890,2,Watchlist summary,2.087,0.08,2.007,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.305,True,
raw_interactive,122,122,2026-08-12T07:28:57Z,66099065156,1097045,2,Watchlist summary,2.438,0.249,2.189,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.305,True,
raw_interactive,123,123,2026-08-12T07:38:57Z,66642452422,1107313,2,Watchlist summary,2.065,0.042,2.023,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.305,True,
raw_interactive,124,124,2026-08-12T07:48:57Z,67182421438,1117205,2,Watchlist summary,2.305,0.131,2.174,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.305,True,
raw_interactive,125,125,2026-08-12T07:58:57Z,67727916114,1123373,2,Watchlist summary,2.132,0.033,2.099,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.349,True,
raw_interactive,126,126,2026-08-12T08:08:57Z,68267471024,1133660,2,Watchlist summary,2.349,0.246,2.103,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.349,True,
raw_interactive,127,127,2026-08-12T08:18:57Z,68802200323,1143566,2,Watchlist summary,2.486,0.274,2.212,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.397,True,
raw_interactive,128,128,2026-08-12T08:28:57Z,69346329844,1144411,2,Watchlist summary,2.533,0.338,2.195,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.483,True,
raw_interactive,129,129,2026-08-12T08:38:57Z,69897183390,1154790,2,Watchlist summary,2.654,0.234,2.42,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.486,True,
raw_interactive,130,130,2026-08-12T08:48:57Z,70428726736,1164890,2,Watchlist summary,2.397,0.198,2.199,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.533,True,
raw_interactive,131,131,2026-08-12T08:58:57Z,70979357463,1171493,2,Watchlist summary,2.483,0.22,2.263,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.533,True,
raw_interactive,132,132,2026-08-12T09:08:57Z,71519985704,1179597,2,Watchlist summary,2.56,0.346,2.214,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.56,True,
raw_interactive,133,133,2026-08-12T09:18:57Z,72058735690,1189932,2,Watchlist summary,3.118,0.208,2.91,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.56,True,
raw_interactive,134,134,2026-08-12T09:28:57Z,72596851158,1199118,2,Watchlist summary,2.281,0.075,2.206,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.56,True,
raw_interactive,135,135,2026-08-12T09:38:57Z,73126410994,1200776,2,Watchlist summary,2.637,0.219,2.418,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.56,True,
raw_interactive,136,136,2026-08-12T09:48:57Z,73663989869,1211036,2,Watchlist summary,2.571,0.334,2.237,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.407,True,
raw_interactive,137,137,2026-08-12T09:58:57Z,74210734717,1220845,2,Watchlist summary,2.324,0.096,2.228,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.334,True,
raw_interactive,138,138,2026-08-12T10:08:57Z,74754170511,1221903,2,Watchlist summary,2.407,0.125,2.282,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.334,True,
raw_interactive,139,139,2026-08-12T10:18:57Z,75292467460,1235847,2,Watchlist summary,2.314,0.118,2.196,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.334,True,
raw_interactive,140,140,2026-08-12T10:28:57Z,75839048271,1245621,2,Watchlist summary,2.334,0.086,2.248,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.334,True,
raw_interactive,141,141,2026-08-12T10:38:57Z,76379287699,1246706,2,Watchlist summary,2.322,0.099,2.223,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.407,True,
raw_interactive,142,142,2026-08-12T10:48:57Z,76921212731,1256996,2,Watchlist summary,2.484,0.232,2.252,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.484,True,
raw_interactive,143,143,2026-08-12T10:58:57Z,77474274891,1267443,2,Watchlist summary,2.526,0.094,2.432,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.507,True,
raw_interactive,144,144,2026-08-12T11:08:57Z,78020239558,1267894,2,Watchlist summary,2.507,0.267,2.24,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.507,True,
raw_interactive,145,145,2026-08-12T11:18:57Z,78556038400,1278495,2,Watchlist summary,2.7,0.202,2.498,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.526,True,
raw_interactive,146,146,2026-08-12T11:28:57Z,79095605628,1292138,2,Watchlist summary,3.017,0.461,2.556,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.538,True,
raw_interactive,147,147,2026-08-12T11:38:57Z,79642025309,1297642,2,Watchlist summary,2.493,0.123,2.37,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.646,True,
raw_interactive,148,148,2026-08-12T11:48:57Z,80174044570,1303653,2,Watchlist summary,2.646,0.106,2.54,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.7,True,
raw_interactive,149,149,2026-08-12T11:58:57Z,80719696641,1314418,2,Watchlist summary,2.538,0.15,2.388,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.715,True,
raw_interactive,150,150,2026-08-12T12:08:57Z,81262895664,1323750,2,Watchlist summary,2.732,0.286,2.446,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.715,True,
raw_interactive,151,151,2026-08-12T12:18:57Z,81806775602,1325459,2,Watchlist summary,2.715,0.241,2.474,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,2.732,True,
