source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
49,49,2026-08-11T19:18:57Z,26283076869,3,Top movers,11.084,9.816,1.268,-1.1102230246251565e-15,True,,9.91,4.008000000000001
50,50,2026-08-11T19:28:57Z,26820178083,3,Top movers,14.641,9.958,4.683,0.0,True,,9.958,1.6050000000000004
51,51,2026-08-11T19:38:57Z,27375417517,3,Top movers,11.563,9.91,1.653,4.440892098500626e-16,True,,10.062,4.3870000000000005
52,52,2026-08-11T19:48:57Z,27918995748,3,Top movers,14.449,10.174,4.275,0.0,True,,10.062,1.5010000000000012
53,53,2026-08-11T19:58:57Z,28455528243,3,Top movers,11.48,10.062,1.418,1.1102230246251565e-15,True,,10.174,4.275
54,54,2026-08-11T20:08:57Z,28993570106,3,Top movers,14.747,10.915,3.832,8.881784197001252e-16,True,,10.501,1.2760000000000016
55,55,2026-08-11T20:18:57Z,29545700964,3,Top movers,11.463,10.501,0.962,-2.220446049250313e-16,True,,10.579,3.869999999999999
56,56,2026-08-11T20:28:57Z,30083988028,3,Top movers,18.269,14.575,3.618,0.07599999999999918,True,,10.695,1.1029999999999998
57,57,2026-08-11T20:38:57Z,30630575890,3,Top movers,11.777,10.579,1.198,-1.3322676295501878e-15,True,,10.915,3.6530000000000005
58,58,2026-08-11T20:48:57Z,31165284381,3,Top movers,15.218,11.351,3.867,-8.881784197001252e-16,True,,11.052,1.6449999999999996
59,59,2026-08-11T20:58:57Z,31720586913,3,Top movers,11.798,10.695,1.103,-2.220446049250313e-16,True,,11.052,3.516
60,60,2026-08-11T21:08:57Z,32256432850,3,Top movers,14.568,11.052,3.516,0.0,True,,11.052,2.349
61,61,2026-08-11T21:18:57Z,32804567571,3,Top movers,12.697,11.757,0.94,-4.440892098500626e-16,True,,11.351,3.2169999999999987
62,62,2026-08-11T21:28:57Z,33359668543,3,Top movers,16.153,10.97,5.183,-1.7763568394002505e-15,True,,11.757,1.6460000000000008
63,63,2026-08-11T21:38:57Z,33893505898,3,Top movers,13.401,12.239,1.162,-8.881784197001252e-16,True,,11.942,2.6259999999999994
64,64,2026-08-11T21:48:57Z,34442826434,3,Top movers,16.902,12.381,4.521,8.881784197001252e-16,True,,11.942,1.4610000000000003
65,65,2026-08-11T21:58:57Z,34990195086,3,Top movers,13.403,11.942,1.461,2.220446049250313e-16,True,,11.942,1.9019999999999992
66,66,2026-08-11T22:08:57Z,35543561911,3,Top movers,14.9,12.132,2.768,8.881784197001252e-16,True,,12.132,1.7119999999999997
67,67,2026-08-11T22:18:57Z,36086551556,3,Top movers,12.962,11.804,1.158,-4.440892098500626e-16,True,,12.132,2.4509999999999987
68,68,2026-08-11T22:28:57Z,36629144961,3,Top movers,13.844,11.649,2.195,4.440892098500626e-16,True,,12.132,1.7119999999999997
69,69,2026-08-11T22:38:57Z,37176739226,3,Top movers,14.583,12.998,1.585,8.881784197001252e-16,True,,12.211,2.371999999999998
70,70,2026-08-11T22:48:57Z,37714068818,3,Top movers,16.926,12.211,4.715,-1.7763568394002505e-15,True,,12.504,2.078999999999999
71,71,2026-08-11T22:58:57Z,38258658415,3,Top movers,13.419,12.616,0.803,7.771561172376096e-16,True,,12.616,2.1140000000000008
72,72,2026-08-11T23:08:57Z,38815458699,3,Top movers,17.392,12.504,4.888,0.0,True,,12.87,1.8600000000000012
73,73,2026-08-11T23:18:57Z,39353814542,3,Top movers,14.73,12.896,1.834,-4.440892098500626e-16,True,,12.87,3.474000000000002
74,74,2026-08-11T23:28:57Z,39910561199,3,Top movers,16.344,12.87,3.474,1.7763568394002505e-15,True,,12.896,1.8339999999999996
75,75,2026-08-11T23:38:57Z,40450795463,3,Top movers,14.064,13.008,1.056,8.881784197001252e-16,True,,12.896,3.097999999999999
76,76,2026-08-11T23:48:57Z,41001235716,3,Top movers,18.05,13.429,4.621,0.0,True,,12.896,1.8339999999999996
77,77,2026-08-11T23:58:57Z,41541364286,3,Top movers,14.477,13.421,1.056,8.881784197001252e-16,True,,13.008,2.9860000000000007
78,78,2026-08-12T00:08:57Z,42087321356,3,Top movers,15.994,11.386,4.608,8.881784197001252e-16,True,,13.008,1.4690000000000012
79,79,2026-08-12T00:18:57Z,42638946619,3,Top movers,13.131,11.428,1.703,-6.661338147750939e-16,True,,11.428,3.5269999999999992
80,80,2026-08-12T00:28:57Z,43189555601,3,Top movers,18.033,13.829,4.204,8.881784197001252e-16,True,,11.428,3.0489999999999995
81,81,2026-08-12T00:38:57Z,43737335549,3,Top movers,12.114,10.838,1.276,1.5543122344752192e-15,True,,11.428,3.5269999999999992
82,82,2026-08-12T00:48:57Z,44285385932,3,Top movers,14.955,11.068,3.887,4.440892098500626e-16,True,,11.428,2.0879999999999974
83,83,2026-08-12T00:58:57Z,44819116712,3,Top movers,13.516,12.386,1.13,8.881784197001252e-16,True,,11.643,3.277000000000001
84,84,2026-08-12T01:08:57Z,45370941730,3,Top movers,16.535,11.784,4.751,-8.881784197001252e-16,True,,11.643,1.8729999999999976
85,85,2026-08-12T01:18:57Z,45915210443,3,Top movers,12.764,11.414,1.35,-4.440892098500626e-16,True,,11.643,1.8729999999999976
86,86,2026-08-12T01:28:57Z,46469268846,3,Top movers,14.92,11.643,3.277,-8.881784197001252e-16,True,,11.643,1.657
87,87,2026-08-12T01:38:57Z,47014619196,3,Top movers,13.3,11.98,1.32,2.220446049250313e-16,True,,11.414,1.3499999999999996
88,88,2026-08-12T01:48:57Z,47557887173,3,Top movers,2.428,0.196,2.232,-4.440892098500626e-16,True,,0.843,1.621
89,89,2026-08-12T01:58:57Z,48108937450,3,Top movers,1.215,0.84,0.375,1.1102230246251565e-16,True,,0.84,1.624
90,90,2026-08-12T02:08:57Z,48654354733,3,Top movers,2.464,0.557,1.907,0.0,True,,0.817,1.6110000000000004
91,91,2026-08-12T02:18:57Z,49198792764,3,Top movers,1.132,0.843,0.289,-5.551115123125783e-17,True,,0.557,1.267
92,92,2026-08-12T02:28:57Z,49752959746,3,Top movers,3.534,0.817,2.717,-4.440892098500626e-16,True,,0.611,1.021
93,93,2026-08-12T02:38:57Z,50295558507,3,Top movers,1.366,0.219,1.147,0.0,True,,0.557,1.267
94,94,2026-08-12T02:48:57Z,50839423797,3,Top movers,1.824,0.346,1.478,2.220446049250313e-16,True,,0.611,1.135
95,95,2026-08-12T02:58:57Z,51388846496,3,Top movers,1.632,0.611,1.021,0.0,True,,0.611,1.2129999999999999
96,96,2026-08-12T03:08:57Z,51921113849,3,Top movers,2.967,0.549,2.418,0.0,True,,0.611,1.2129999999999999
97,97,2026-08-12T03:18:57Z,52476957308,3,Top movers,1.746,1.183,0.563,0.0,True,,1.151,1.256
98,98,2026-08-12T03:28:57Z,53013859627,3,Top movers,3.376,1.151,2.225,-4.440892098500626e-16,True,,1.183,1.224
99,99,2026-08-12T03:38:57Z,53553602030,3,Top movers,2.407,1.205,1.202,0.0,True,,1.205,1.762
100,100,2026-08-12T03:48:57Z,54096739316,3,Top movers,3.709,1.298,2.411,0.0,True,,1.287,1.1509999999999998
101,101,2026-08-12T03:58:57Z,54638958461,3,Top movers,2.366,1.287,1.079,2.220446049250313e-16,True,,1.298,2.0780000000000003
102,102,2026-08-12T04:08:57Z,55184688243,3,Top movers,3.422,1.568,1.854,0.0,True,,1.568,1.854
103,103,2026-08-12T04:18:57Z,55728939933,3,Top movers,2.438,1.926,0.512,2.220446049250313e-16,True,,1.775,1.6470000000000002
104,104,2026-08-12T04:28:57Z,56273535672,3,Top movers,9.634,2.136,7.498,0.0,True,,1.926,1.4960000000000002
105,105,2026-08-12T04:38:57Z,56810381460,3,Top movers,4.901,2.227,2.674,0.0,True,,2.136,2.454999999999999
106,106,2026-08-12T04:48:57Z,57362361385,3,Top movers,3.281,1.775,1.506,2.220446049250313e-16,True,,2.208,2.382999999999999
107,107,2026-08-12T04:58:57Z,57913493016,3,Top movers,4.591,2.445,2.146,4.440892098500626e-16,True,,2.227,2.3639999999999994
108,108,2026-08-12T05:08:57Z,58446958006,3,Top movers,4.742,2.999,1.743,-2.220446049250313e-16,True,,2.441,2.096
109,109,2026-08-12T05:18:57Z,58996538773,3,Top movers,2.863,2.208,0.655,-2.220446049250313e-16,True,,2.445,2.092
110,110,2026-08-12T05:28:57Z,59543392881,3,Top movers,4.537,3.125,1.412,0.0,True,,2.999,1.5919999999999992
111,111,2026-08-12T05:38:57Z,60095495207,3,Top movers,4.452,2.441,2.011,0.0,True,,3.125,1.617
112,112,2026-08-12T05:48:57Z,60639957737,3,Top movers,9.682,3.563,6.119,0.0,True,,3.563,4.734999999999999
113,113,2026-08-12T05:58:57Z,61187361357,3,Top movers,8.298,3.772,4.526,0.0,True,,3.772,4.526
114,114,2026-08-12T06:08:57Z,61731139656,3,Top movers,9.026,4.571,4.455,0.0,True,,3.772,4.526
115,115,2026-08-12T06:18:57Z,62279567684,3,Top movers,11.599,9.896,1.703,-6.661338147750939e-16,True,,3.772,5.254
116,116,2026-08-12T06:28:57Z,62825580983,3,Top movers,7.786,3.79,3.996,-4.440892098500626e-16,True,,3.79,4.508
117,117,2026-08-12T06:38:57Z,63370928291,3,Top movers,4.839,3.625,1.214,4.440892098500626e-16,True,,3.977,5.0489999999999995
118,118,2026-08-12T06:48:57Z,63914819184,3,Top movers,10.092,3.482,6.61,0.0,True,,3.977,3.8089999999999997
119,119,2026-08-12T06:58:57Z,64455955665,3,Top movers,7.204,4.36,2.844,-4.440892098500626e-16,True,,3.977,3.8089999999999997
120,120,2026-08-12T07:08:57Z,65003623242,3,Top movers,10.158,3.977,6.181,-8.881784197001252e-16,True,,4.026,3.2059999999999995
121,121,2026-08-12T07:18:57Z,65557201130,3,Top movers,7.232,4.026,3.206,4.440892098500626e-16,True,,4.36,3.5680000000000005
122,122,2026-08-12T07:28:57Z,66099065156,3,Top movers,10.514,4.963,5.551,-8.881784197001252e-16,True,,4.963,2.9650000000000007
123,123,2026-08-12T07:38:57Z,66642452422,3,Top movers,7.231,5.045,2.186,0.0,True,,5.045,5.1129999999999995
124,124,2026-08-12T07:48:57Z,67182421438,3,Top movers,7.928,5.057,2.871,-4.440892098500626e-16,True,,5.057,5.456999999999999
125,125,2026-08-12T07:58:57Z,67727916114,3,Top movers,12.579,11.044,1.465,0.07000000000000006,True,,9.84,2.6690000000000005
126,126,2026-08-12T08:08:57Z,68267471024,3,Top movers,13.121,9.84,3.281,4.440892098500626e-16,True,,10.722,2.399000000000001
127,127,2026-08-12T08:18:57Z,68802200323,3,Top movers,13.331,11.525,1.806,-8.881784197001252e-16,True,,10.722,2.399000000000001
128,128,2026-08-12T08:28:57Z,69346329844,3,Top movers,13.957,10.777,3.18,1.3322676295501878e-15,True,,10.722,2.399000000000001
129,129,2026-08-12T08:38:57Z,69897183390,3,Top movers,13.756,10.722,3.034,8.881784197001252e-16,True,,9.84,3.2810000000000006
130,130,2026-08-12T08:48:57Z,70428726736,3,Top movers,0.862,0.484,0.378,0.0,True,,0.947,2.94
131,131,2026-08-12T08:58:57Z,70979357463,3,Top movers,3.887,0.661,3.226,0.0,True,,0.947,2.721
132,132,2026-08-12T09:08:57Z,71519985704,3,Top movers,1.183,0.715,0.468,5.551115123125783e-17,True,,0.947,2.721
133,133,2026-08-12T09:18:57Z,72058735690,3,Top movers,3.668,0.947,2.721,0.0,True,,0.947,0.932
134,134,2026-08-12T09:28:57Z,72596851158,3,Top movers,1.879,1.157,0.722,0.0,True,,0.978,2.6900000000000004
135,135,2026-08-12T09:38:57Z,73126410994,3,Top movers,4.232,1.318,2.914,0.0,True,,1.157,0.7649999999999999
136,136,2026-08-12T09:48:57Z,73663989869,3,Top movers,1.642,0.978,0.664,-1.1102230246251565e-16,True,,1.165,2.503
137,137,2026-08-12T09:58:57Z,74210734717,3,Top movers,3.821,1.401,2.42,0.0,True,,1.165,0.7569999999999999
138,138,2026-08-12T10:08:57Z,74754170511,3,Top movers,1.922,1.275,0.647,0.0,True,,1.275,2.4930000000000003
139,139,2026-08-12T10:18:57Z,75292467460,3,Top movers,3.768,1.165,2.603,-4.440892098500626e-16,True,,1.275,1.3370000000000002
140,140,2026-08-12T10:28:57Z,75839048271,3,Top movers,1.875,1.128,0.747,1.1102230246251565e-16,True,,1.401,2.367
141,141,2026-08-12T10:38:57Z,76379287699,3,Top movers,4.448,1.75,2.698,4.440892098500626e-16,True,,1.651,2.117
142,142,2026-08-12T10:48:57Z,76921212731,3,Top movers,2.612,1.651,0.961,1.1102230246251565e-16,True,,1.75,2.6980000000000004
143,143,2026-08-12T10:58:57Z,77474274891,3,Top movers,4.886,1.862,3.024,0.0,True,,1.862,2.5860000000000003
144,144,2026-08-12T11:08:57Z,78020239558,3,Top movers,14.268,12.658,1.519,0.0910000000000013,True,,2.205,2.5760000000000005
145,145,2026-08-12T11:18:57Z,78556038400,3,Top movers,4.781,2.205,2.576,-4.440892098500626e-16,True,,2.28,2.501000000000001
146,146,2026-08-12T11:28:57Z,79095605628,3,Top movers,3.487,2.346,1.141,0.0,True,,2.28,2.501000000000001
147,147,2026-08-12T11:38:57Z,79642025309,3,Top movers,9.403,2.965,6.438,8.881784197001252e-16,True,,2.343,1.5750000000000002
148,148,2026-08-12T11:48:57Z,80174044570,3,Top movers,3.113,2.28,0.833,2.220446049250313e-16,True,,2.343,1.5750000000000002
149,149,2026-08-12T11:58:57Z,80719696641,3,Top movers,3.918,1.797,2.121,4.440892098500626e-16,True,,2.346,1.141
150,150,2026-08-12T12:08:57Z,81262895664,3,Top movers,3.225,2.343,0.882,1.1102230246251565e-16,True,,2.343,1.5750000000000002
151,151,2026-08-12T12:18:57Z,81806775602,3,Top movers,4.141,2.428,1.713,0.0,True,,2.343,1.5750000000000002
152,152,2026-08-12T12:28:57Z,82353792598,3,Top movers,3.337,2.645,0.692,2.220446049250313e-16,True,,2.428,1.713
153,153,2026-08-12T12:38:57Z,82888706006,3,Top movers,4.478,2.24,2.238,-4.440892098500626e-16,True,,2.645,1.6119999999999997
154,154,2026-08-12T12:48:57Z,83443900439,3,Top movers,15.521,13.415,2.026,0.08000000000000185,True,,2.915,1.5629999999999997
155,155,2026-08-12T12:58:57Z,83986715739,3,Top movers,8.633,2.915,5.718,-8.881784197001252e-16,True,,2.915,1.5629999999999997
156,156,2026-08-12T13:08:57Z,84528180207,3,Top movers,4.257,3.27,0.987,-3.3306690738754696e-16,True,,2.915,1.9929999999999994
157,157,2026-08-12T13:18:57Z,85066604156,3,Top movers,8.797,3.741,5.056,8.881784197001252e-16,True,,2.951,1.9569999999999994
158,158,2026-08-12T13:28:57Z,85620033283,3,Top movers,3.949,2.856,1.093,0.0,True,,2.951,1.9569999999999994
159,159,2026-08-12T13:38:57Z,86152994817,3,Top movers,4.908,2.36,2.548,4.440892098500626e-16,True,,3.27,1.6379999999999995
160,160,2026-08-12T13:48:57Z,86704737177,3,Top movers,4.413,2.951,1.462,2.220446049250313e-16,True,,3.389,1.5189999999999997
161,161,2026-08-12T13:58:57Z,87242847941,3,Top movers,19.242,15.922,3.219,0.10100000000000042,True,,3.145,1.3649999999999998
162,162,2026-08-12T14:08:57Z,87786454820,3,Top movers,10.316,8.751,1.476,0.0890000000000013,True,,3.389,1.5189999999999997
163,163,2026-08-12T14:18:57Z,88330971978,3,Top movers,4.51,3.389,1.121,0.0,True,,3.501,1.009
164,164,2026-08-12T14:28:57Z,88873955947,3,Top movers,4.253,3.145,1.108,0.0,True,,4.043,2.708
165,165,2026-08-12T14:38:57Z,89419840113,3,Top movers,6.751,4.043,2.708,0.0,True,,4.043,2.708
166,166,2026-08-12T14:48:57Z,89959994694,3,Top movers,4.36,3.501,0.859,4.440892098500626e-16,True,,4.043,2.708
167,167,2026-08-12T14:58:57Z,90505068849,3,Top movers,12.086,10.419,1.667,-2.220446049250313e-16,True,,4.957,2.9509999999999996
168,168,2026-08-12T15:08:57Z,91061606220,3,Top movers,11.675,9.72,1.955,0.0,True,,9.72,0.968
169,169,2026-08-12T15:18:57Z,91608517197,3,Top movers,7.908,4.957,2.951,4.440892098500626e-16,True,,9.858,1.8170000000000002
170,170,2026-08-12T15:28:57Z,92153494394,3,Top movers,10.688,9.858,0.83,1.1102230246251565e-16,True,,10.419,1.6669999999999998
171,171,2026-08-12T15:38:57Z,92698030525,3,Top movers,12.501,10.835,1.666,-1.3322676295501878e-15,True,,10.393,1.8309999999999995
172,172,2026-08-12T15:48:57Z,93242607069,3,Top movers,13.411,12.227,1.095,0.0889999999999993,True,,10.602,1.899000000000001
173,173,2026-08-12T15:58:57Z,93787407199,3,Top movers,12.968,10.991,1.977,2.220446049250313e-16,True,,10.835,1.876999999999999
174,174,2026-08-12T16:08:57Z,94330065240,3,Top movers,12.224,10.393,1.831,-4.440892098500626e-16,True,,10.835,1.876999999999999
175,175,2026-08-12T16:18:57Z,94877773840,3,Top movers,12.712,10.602,2.11,-4.440892098500626e-16,True,,10.904,2.064
176,176,2026-08-12T16:28:57Z,95419508344,3,Top movers,13.37,10.904,2.466,-8.881784197001252e-16,True,,10.904,1.8079999999999998
177,177,2026-08-12T16:38:57Z,95972724266,3,Top movers,12.512,10.253,2.259,4.440892098500626e-16,True,,10.904,1.8079999999999998
178,178,2026-08-12T16:48:57Z,96513946374,3,Top movers,13.786,11.269,2.517,-4.440892098500626e-16,True,,11.105,2.1549999999999994
179,179,2026-08-12T16:58:57Z,97064716964,3,Top movers,12.357,11.221,1.136,-6.661338147750939e-16,True,,11.105,2.2650000000000006
180,180,2026-08-12T17:08:57Z,97615350266,3,Top movers,15.406,12.894,2.367,0.14500000000000046,True,,11.105,2.1549999999999994
181,181,2026-08-12T17:18:57Z,98161784620,3,Top movers,13.26,11.105,2.155,-4.440892098500626e-16,True,,11.221,2.5649999999999995
182,182,2026-08-12T17:28:57Z,98700378757,3,Top movers,13.983,10.9,3.083,0.0,True,,11.163,2.458500000000001
183,183,2026-08-12T17:38:57Z,99259158207,3,Top movers,12.328,10.863,1.465,-2.220446049250313e-16,True,,11.105,2.878
184,184,2026-08-12T17:48:57Z,99801890611,3,Top movers,14.027,11.372,2.655,-4.440892098500626e-16,True,,11.002500000000001,2.6189999999999998
2,2,2026-08-11T11:28:57Z,532996784,4,Daily activity,1.34,0.26,1.08,0.0,True,,0.495,1.2965
3,3,2026-08-11T11:38:57Z,1108625165,4,Daily activity,1.574,0.454,1.12,0.0,True,,0.536,1.4729999999999999
4,4,2026-08-11T11:48:57Z,1658912507,4,Daily activity,2.228,0.536,1.692,2.220446049250313e-16,True,,0.6975,1.421
5,5,2026-08-11T11:58:57Z,2217147353,4,Daily activity,2.009,0.859,1.15,0.0,True,,0.859,1.3689999999999998
6,6,2026-08-11T12:08:57Z,2786291244,4,Daily activity,3.007,1.059,1.948,2.220446049250313e-16,True,,1.03,1.26
7,7,2026-08-11T12:18:57Z,3343738155,4,Daily activity,2.316,1.03,1.286,-2.220446049250313e-16,True,,1.059,1.257
8,8,2026-08-11T12:28:57Z,3899391577,4,Daily activity,3.592,1.379,2.213,0.0,True,,1.289,1.7179999999999997
9,9,2026-08-11T12:38:57Z,4448004794,4,Daily activity,2.29,1.289,1.001,2.220446049250313e-16,True,,1.349,1.8910000000000002
10,10,2026-08-11T12:48:57Z,5002254267,4,Daily activity,3.294,1.349,1.945,0.0,True,,1.379,1.915
11,11,2026-08-11T12:58:57Z,5553730140,4,Daily activity,3.24,1.744,1.496,2.220446049250313e-16,True,,1.744,1.772
12,12,2026-08-11T13:08:57Z,6107183801,4,Daily activity,4.1,2.126,1.974,-2.220446049250313e-16,True,,2.126,1.1680000000000001
13,13,2026-08-11T13:18:57Z,6662885451,4,Daily activity,3.516,2.159,1.357,2.220446049250313e-16,True,,2.126,1.3900000000000001
14,14,2026-08-11T13:28:57Z,7220407062,4,Daily activity,9.723,2.582,7.141,8.881784197001252e-16,True,,2.126,1.3900000000000001
15,15,2026-08-11T13:38:57Z,7772453021,4,Daily activity,3.073,2.432,0.641,0.0,True,,2.126,1.6620000000000004
16,16,2026-08-11T13:48:57Z,8327660844,4,Daily activity,4.338,0.261,4.077,0.0,True,,0.697,2.819
17,17,2026-08-11T13:58:57Z,8869790384,4,Daily activity,2.016,0.472,1.544,0.0,True,,0.697,3.091
18,18,2026-08-11T14:08:57Z,9416167217,4,Daily activity,3.788,0.514,3.274,0.0,True,,0.697,3.091
19,19,2026-08-11T14:18:57Z,9966828956,4,Daily activity,1.577,0.697,0.88,0.0,True,,0.697,3.468
20,20,2026-08-11T14:28:57Z,10515573711,4,Daily activity,11.128,1.125,10.003,0.0,True,,0.748,3.04
21,21,2026-08-11T14:38:57Z,11061458462,4,Daily activity,4.243,1.424,2.819,4.440892098500626e-16,True,,1.075,3.09
22,22,2026-08-11T14:48:57Z,11598082800,4,Daily activity,4.165,0.748,3.417,0.0,True,,1.125,3.04
23,23,2026-08-11T14:58:57Z,12155361632,4,Daily activity,2.458,1.172,1.286,2.220446049250313e-16,True,,1.172,3.0710000000000006
24,24,2026-08-11T15:08:57Z,12686918328,4,Daily activity,4.831,1.075,3.756,4.440892098500626e-16,True,,1.243,2.9219999999999997
25,25,2026-08-11T15:18:57Z,13239818975,4,Daily activity,2.083,1.305,0.778,2.220446049250313e-16,True,,1.243,2.9219999999999997
26,26,2026-08-11T15:28:57Z,13783825272,4,Daily activity,4.788,1.243,3.545,0.0,True,,1.305,1.659
27,27,2026-08-11T15:38:57Z,14320432691,4,Daily activity,1.974,1.418,0.556,0.0,True,,1.418,3.2529999999999992
28,28,2026-08-11T15:48:57Z,14865686419,4,Daily activity,4.671,1.642,3.029,4.440892098500626e-16,True,,1.543,1.421
29,29,2026-08-11T15:58:57Z,15406449067,4,Daily activity,2.964,1.929,1.035,0.0,True,,1.642,3.0289999999999995
30,30,2026-08-11T16:08:57Z,15953152260,4,Daily activity,9.914,1.688,8.226,-1.7763568394002505e-15,True,,1.688,2.0570000000000004
31,31,2026-08-11T16:18:57Z,16496810019,4,Daily activity,2.709,1.543,1.166,2.220446049250313e-16,True,,1.723,2.9479999999999995
32,32,2026-08-11T16:28:57Z,17037168163,4,Daily activity,11.656,1.723,9.933,0.0,True,,1.929,1.816
33,33,2026-08-11T16:38:57Z,17587595862,4,Daily activity,3.745,3.067,0.678,-1.1102230246251565e-16,True,,2.68,6.468
34,34,2026-08-11T16:48:57Z,18120902444,4,Daily activity,9.148,2.68,6.468,0.0,True,,2.927,0.96
35,35,2026-08-11T16:58:57Z,18664388826,4,Daily activity,3.745,2.927,0.818,1.1102230246251565e-16,True,,2.954,6.193999999999999
36,36,2026-08-11T17:08:57Z,19216193045,4,Daily activity,10.273,2.954,7.319,-8.881784197001252e-16,True,,3.067,0.879
37,37,2026-08-11T17:18:57Z,19745883933,4,Daily activity,3.887,3.14,0.747,-1.1102230246251565e-16,True,,3.121,6.026999999999999
38,38,2026-08-11T17:28:57Z,20305329136,4,Daily activity,12.077,3.121,8.956,0.0,True,,3.14,1.358
39,39,2026-08-11T17:38:57Z,20844684066,4,Daily activity,3.946,3.29,0.656,1.1102230246251565e-16,True,,3.29,6.853999999999998
40,40,2026-08-11T17:48:57Z,21391428069,4,Daily activity,14.131,3.84,10.291,0.0,True,,3.578,3.5720000000000005
41,41,2026-08-11T17:58:57Z,21938345201,4,Daily activity,4.498,3.578,0.92,3.3306690738754696e-16,True,,3.84,6.3039999999999985
42,42,2026-08-11T18:08:57Z,22480394175,4,Daily activity,10.144,4.507,5.637,8.881784197001252e-16,True,,3.936,3.2140000000000004
43,43,2026-08-11T18:18:57Z,23027036303,4,Daily activity,7.15,4.513,2.637,4.440892098500626e-16,True,,4.325,5.818999999999998
44,44,2026-08-11T18:28:57Z,23563684837,4,Daily activity,14.68,3.936,10.744,0.0,True,,4.433,2.7170000000000005
45,45,2026-08-11T18:38:57Z,24108292723,4,Daily activity,6.533,4.325,2.208,0.0,True,,4.507,5.636999999999999
46,46,2026-08-11T18:48:57Z,24651647019,4,Daily activity,11.909,4.433,7.476,8.881784197001252e-16,True,,4.513,2.6370000000000005
47,47,2026-08-11T18:58:57Z,25200289313,4,Daily activity,7.012,4.806,2.206,-4.440892098500626e-16,True,,4.806,6.806
48,48,2026-08-11T19:08:57Z,25747852434,4,Daily activity,15.888,10.157,5.731,0.0,True,,5.061,2.635
49,49,2026-08-11T19:18:57Z,26283076869,4,Daily activity,7.052,5.061,1.991,-4.440892098500626e-16,True,,5.071,6.541
50,50,2026-08-11T19:28:57Z,26820178083,4,Daily activity,11.612,10.067,1.545,0.0,True,,10.067,1.545
51,51,2026-08-11T19:38:57Z,27375417517,4,Daily activity,7.696,5.071,2.625,0.0,True,,10.157,2.5269999999999992
52,52,2026-08-11T19:48:57Z,27918995748,4,Daily activity,12.684,10.953,1.731,-2.220446049250313e-16,True,,10.597,2.0200000000000014
53,53,2026-08-11T19:58:57Z,28455528243,4,Daily activity,14.731,11.061,3.67,0.0,True,,10.597,2.0869999999999997
54,54,2026-08-11T20:08:57Z,28993570106,4,Daily activity,16.127,10.597,5.53,-8.881784197001252e-16,True,,10.597,2.0869999999999997
55,55,2026-08-11T20:18:57Z,29545700964,4,Daily activity,12.617,11.082,1.535,2.220446049250313e-16,True,,10.953,3.7780000000000005
56,56,2026-08-11T20:28:57Z,30083988028,4,Daily activity,15.014,10.593,4.421,-8.881784197001252e-16,True,,11.061,3.67
57,57,2026-08-11T20:38:57Z,30630575890,4,Daily activity,12.629,10.467,2.162,-8.881784197001252e-16,True,,11.082,3.9319999999999986
58,58,2026-08-11T20:48:57Z,31165284381,4,Daily activity,17.096,11.276,5.82,0.0,True,,11.082,2.2689999999999984
59,59,2026-08-11T20:58:57Z,31720586913,4,Daily activity,13.351,11.283,2.068,1.3322676295501878e-15,True,,10.884,2.4669999999999987
60,60,2026-08-11T21:08:57Z,32256432850,4,Daily activity,18.675,11.431,7.244,1.7763568394002505e-15,True,,11.276,2.0749999999999993
61,61,2026-08-11T21:18:57Z,32804567571,4,Daily activity,12.564,10.848,1.716,-6.661338147750939e-16,True,,11.283,2.110000000000001
62,62,2026-08-11T21:28:57Z,33359668543,4,Daily activity,11.755,10.884,0.871,4.440892098500626e-16,True,,11.283,2.110000000000001
63,63,2026-08-11T21:38:57Z,33893505898,4,Daily activity,13.393,11.614,1.779,0.0,True,,11.431,2.011000000000001
64,64,2026-08-11T21:48:57Z,34442826434,4,Daily activity,17.905,11.863,6.042,1.7763568394002505e-15,True,,11.614,1.8279999999999994
65,65,2026-08-11T21:58:57Z,34990195086,4,Daily activity,13.442,10.972,2.47,4.440892098500626e-16,True,,11.648,3.5329999999999995
66,66,2026-08-11T22:08:57Z,35543561911,4,Daily activity,16.891,12.448,4.443,-1.7763568394002505e-15,True,,11.863,3.3179999999999996
67,67,2026-08-11T22:18:57Z,36086551556,4,Daily activity,15.267,13.158,2.109,0.0,True,,12.067,3.1999999999999993
68,68,2026-08-11T22:28:57Z,36629144961,4,Daily activity,15.181,11.648,3.533,-4.440892098500626e-16,True,,12.067,3.113999999999999
69,69,2026-08-11T22:38:57Z,37176739226,4,Daily activity,14.857,12.067,2.79,-8.881784197001252e-16,True,,12.448,2.818999999999999
70,70,2026-08-11T22:48:57Z,37714068818,4,Daily activity,20.673,13.842,6.831,-2.6645352591003757e-15,True,,12.206,3.061
71,71,2026-08-11T22:58:57Z,38258658415,4,Daily activity,13.422,11.77,1.652,1.1102230246251565e-15,True,,12.206,3.164999999999999
72,72,2026-08-11T23:08:57Z,38815458699,4,Daily activity,19.227,12.559,6.668,8.881784197001252e-16,True,,12.559,2.8119999999999994
73,73,2026-08-11T23:18:57Z,39353814542,4,Daily activity,15.371,12.206,3.165,8.881784197001252e-16,True,,12.98,4.910999999999998
