source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
19,19,2026-08-11T14:18:57Z,9966828956,3,Top movers,1.058,0.611,0.447,5.551115123125783e-17,True,,0.656,1.6359999999999997
20,20,2026-08-11T14:28:57Z,10515573711,3,Top movers,4.626,0.955,3.671,4.440892098500626e-16,True,,0.844,1.448
21,21,2026-08-11T14:38:57Z,11061458462,3,Top movers,2.318,1.166,1.152,2.220446049250313e-16,True,,0.918,1.3999999999999995
22,22,2026-08-11T14:48:57Z,11598082800,3,Top movers,2.383,0.844,1.539,2.220446049250313e-16,True,,0.955,1.3629999999999995
23,23,2026-08-11T14:58:57Z,12155361632,3,Top movers,1.765,0.918,0.847,-1.1102230246251565e-16,True,,1.148,1.235
24,24,2026-08-11T15:08:57Z,12701532891,3,Top movers,3.197,1.148,2.049,4.440892098500626e-16,True,,1.166,1.1519999999999997
25,25,2026-08-11T15:18:57Z,13239818975,3,Top movers,2.116,1.591,0.525,1.1102230246251565e-16,True,,1.2,1.183
26,26,2026-08-11T15:28:57Z,13783825272,3,Top movers,3.08,1.2,1.88,2.220446049250313e-16,True,,1.591,0.8499999999999999
27,27,2026-08-11T15:38:57Z,14320432691,3,Top movers,1.952,1.606,0.346,-1.1102230246251565e-16,True,,1.606,1.474
28,28,2026-08-11T15:48:57Z,14865686419,3,Top movers,3.429,1.85,1.579,-2.220446049250313e-16,True,,1.792,1.24
29,29,2026-08-11T15:58:57Z,15406449067,3,Top movers,2.441,1.792,0.649,-2.220446049250313e-16,True,,1.792,1.288
30,30,2026-08-11T16:08:57Z,15953152260,3,Top movers,3.625,1.824,1.801,0.0,True,,1.824,1.594
31,31,2026-08-11T16:18:57Z,16496810019,3,Top movers,3.032,2.225,0.807,-1.1102230246251565e-16,True,,1.85,1.5790000000000002
32,32,2026-08-11T16:28:57Z,17037168163,3,Top movers,3.809,1.642,2.167,4.440892098500626e-16,True,,2.225,1.2629999999999995
33,33,2026-08-11T16:38:57Z,17587595862,3,Top movers,3.418,2.96,0.458,1.6653345369377348e-16,True,,2.918,0.7069999999999999
34,34,2026-08-11T16:48:57Z,18120902444,3,Top movers,4.371,2.918,1.453,2.220446049250313e-16,True,,2.96,0.8489999999999998
35,35,2026-08-11T16:58:57Z,18664388826,3,Top movers,3.488,3.014,0.474,2.220446049250313e-16,True,,3.014,0.9080000000000004
36,36,2026-08-11T17:08:57Z,19216193045,3,Top movers,7.532,3.533,3.999,0.0,True,,3.342,0.6329999999999996
37,37,2026-08-11T17:18:57Z,19745883933,3,Top movers,3.922,3.342,0.58,1.1102230246251565e-16,True,,3.355,1.0160000000000005
38,38,2026-08-11T17:28:57Z,20305329136,3,Top movers,10.355,3.355,7.0,0.0,True,,3.533,0.7349999999999999
39,39,2026-08-11T17:38:57Z,20844684066,3,Top movers,3.975,3.566,0.409,2.7755575615628914e-16,True,,3.55,3.982
40,40,2026-08-11T17:48:57Z,21391428069,3,Top movers,11.309,3.55,7.759,-8.881784197001252e-16,True,,3.566,2.3529999999999998
41,41,2026-08-11T17:58:57Z,21938345201,3,Top movers,4.268,3.702,0.566,-1.1102230246251565e-16,True,,3.702,4.128
42,42,2026-08-11T18:08:57Z,22480394175,3,Top movers,7.83,4.544,3.286,4.440892098500626e-16,True,,4.144,1.7749999999999995
43,43,2026-08-11T18:18:57Z,23027036303,3,Top movers,5.919,4.531,1.388,0.0,True,,4.211,3.6189999999999998
44,44,2026-08-11T18:28:57Z,23563684837,3,Top movers,11.005,4.144,6.861,8.881784197001252e-16,True,,4.531,3.2990000000000004
45,45,2026-08-11T18:38:57Z,24108292723,3,Top movers,4.748,4.211,0.537,-1.1102230246251565e-16,True,,4.544,4.267
46,46,2026-08-11T18:48:57Z,24651647019,3,Top movers,8.811,4.791,4.02,0.0,True,,4.791,6.161999999999999
47,47,2026-08-11T18:58:57Z,25200289313,3,Top movers,10.953,9.782,1.171,-6.661338147750939e-16,True,,9.782,1.222999999999999
48,48,2026-08-11T19:08:57Z,25747852434,3,Top movers,13.429,10.505,2.924,-4.440892098500626e-16,True,,10.034,1.0429999999999993
49,49,2026-08-11T19:18:57Z,26283076869,3,Top movers,11.077,10.034,1.043,-6.661338147750939e-16,True,,10.298,1.4380000000000006
50,50,2026-08-11T19:28:57Z,26820178083,3,Top movers,14.097,10.908,3.189,0.0,True,,10.505,1.7189999999999994
51,51,2026-08-11T19:38:57Z,27375417517,3,Top movers,11.736,10.298,1.438,6.661338147750939e-16,True,,10.908,2.0260000000000016
52,52,2026-08-11T19:48:57Z,27918995748,3,Top movers,12.224,11.299,0.925,6.661338147750939e-16,True,,10.908,1.3160000000000007
53,53,2026-08-11T19:58:57Z,28455528243,3,Top movers,12.934,10.999,1.935,-1.3322676295501878e-15,True,,10.999,1.9350000000000005
54,54,2026-08-11T20:08:57Z,28993570106,3,Top movers,14.426,11.025,3.401,0.0,True,,11.025,1.711999999999998
55,55,2026-08-11T20:18:57Z,29545700964,3,Top movers,11.998,10.828,1.17,0.0,True,,11.299,1.6350000000000016
56,56,2026-08-11T20:28:57Z,30083988028,3,Top movers,13.612,11.373,2.239,8.881784197001252e-16,True,,11.373,2.1270000000000007
57,57,2026-08-11T20:38:57Z,30630575890,3,Top movers,12.737,11.668,1.069,8.881784197001252e-16,True,,11.668,1.943999999999999
58,58,2026-08-11T20:48:57Z,31165284381,3,Top movers,15.126,12.133,2.993,4.440892098500626e-16,True,,11.729,1.7710000000000008
59,59,2026-08-11T20:58:57Z,31720586913,3,Top movers,13.5,12.231,1.269,2.220446049250313e-16,True,,12.097,1.4030000000000005
60,60,2026-08-11T21:08:57Z,32256432850,3,Top movers,16.664,11.729,4.935,2.6645352591003757e-15,True,,12.097,1.1340000000000003
61,61,2026-08-11T21:18:57Z,32804567571,3,Top movers,13.231,12.135,1.096,0.0,True,,12.133,1.0980000000000008
62,62,2026-08-11T21:28:57Z,33359668543,3,Top movers,12.638,12.097,0.541,3.3306690738754696e-16,True,,12.135,1.096
63,63,2026-08-11T21:38:57Z,33893505898,3,Top movers,12.791,11.6,1.191,6.661338147750939e-16,True,,12.135,1.096
64,64,2026-08-11T21:48:57Z,34442826434,3,Top movers,12.879,12.274,0.605,4.440892098500626e-16,True,,12.274,0.9570000000000007
65,65,2026-08-11T21:58:57Z,34990195086,3,Top movers,14.622,13.178,1.444,-8.881784197001252e-16,True,,12.313,1.8469999999999995
66,66,2026-08-11T22:08:57Z,35543561911,3,Top movers,14.334,13.653,0.681,-8.881784197001252e-16,True,,12.833,1.3789999999999996
67,67,2026-08-11T22:18:57Z,36086551556,3,Top movers,14.997,13.651,1.346,0.0,True,,13.178,1.1559999999999988
68,68,2026-08-11T22:28:57Z,36629144961,3,Top movers,14.16,12.313,1.847,-4.440892098500626e-16,True,,13.178,1.1559999999999988
69,69,2026-08-11T22:38:57Z,37176739226,3,Top movers,14.212,12.833,1.379,-4.440892098500626e-16,True,,13.285,1.0489999999999995
70,70,2026-08-11T22:48:57Z,37714068818,3,Top movers,17.65,13.871,3.779,-1.7763568394002505e-15,True,,13.285,1.7119999999999997
71,71,2026-08-11T22:58:57Z,38258658415,3,Top movers,14.053,13.005,1.048,0.0,True,,13.285,0.9269999999999996
72,72,2026-08-11T23:08:57Z,38815458699,3,Top movers,16.604,13.285,3.319,-8.881784197001252e-16,True,,13.508,1.2330000000000023
73,73,2026-08-11T23:18:57Z,39353814542,3,Top movers,15.238,13.508,1.73,4.440892098500626e-16,True,,13.508,1.7300000000000004
74,74,2026-08-11T23:28:57Z,39910561199,3,Top movers,14.176,13.642,0.534,6.661338147750939e-16,True,,13.508,1.7300000000000004
75,75,2026-08-11T23:38:57Z,40450795463,3,Top movers,14.741,13.675,1.066,-1.1102230246251565e-15,True,,13.508,1.7300000000000004
76,76,2026-08-11T23:48:57Z,41001235716,3,Top movers,16.273,13.3,2.973,-8.881784197001252e-16,True,,13.508,1.3170000000000002
77,77,2026-08-11T23:58:57Z,41541364286,3,Top movers,16.651,15.223,1.428,-8.881784197001252e-16,True,,13.3,1.4410000000000007
78,78,2026-08-12T00:08:57Z,42087321356,3,Top movers,14.825,11.884,2.941,-8.881784197001252e-16,True,,13.3,1.5249999999999986
79,79,2026-08-12T00:18:57Z,42638946619,3,Top movers,13.764,12.291,1.473,-1.1102230246251565e-15,True,,12.878,2.4269999999999996
80,80,2026-08-12T00:28:57Z,43189555601,3,Top movers,13.057,12.425,0.632,-3.3306690738754696e-16,True,,12.878,1.9469999999999992
81,81,2026-08-12T00:38:57Z,43737335549,3,Top movers,15.305,14.249,1.056,-8.881784197001252e-16,True,,12.878,1.8019999999999996
82,82,2026-08-12T00:48:57Z,44285385932,3,Top movers,15.531,12.878,2.653,4.440892098500626e-16,True,,13.0,1.6799999999999997
83,83,2026-08-12T00:58:57Z,44819116712,3,Top movers,14.68,13.356,1.324,-2.220446049250313e-16,True,,13.0,1.6799999999999997
84,84,2026-08-12T01:08:57Z,45370941730,3,Top movers,14.438,13.068,1.37,8.881784197001252e-16,True,,13.068,1.6280000000000001
85,85,2026-08-12T01:18:57Z,45915210443,3,Top movers,14.696,13.0,1.696,-2.220446049250313e-16,True,,13.0,1.6799999999999997
86,86,2026-08-12T01:28:57Z,46469268846,3,Top movers,14.447,11.954,2.493,-1.3322676295501878e-15,True,,13.0,1.447000000000001
87,87,2026-08-12T01:38:57Z,47014619196,3,Top movers,15.173,13.716,1.457,6.661338147750939e-16,True,,11.954,2.483999999999998
88,88,2026-08-12T01:48:57Z,47557887173,3,Top movers,1.887,0.27,1.617,0.0,True,,0.699,1.383
89,89,2026-08-12T01:58:57Z,48108937450,3,Top movers,0.94,0.497,0.443,-5.551115123125783e-17,True,,0.699,1.383
90,90,2026-08-12T02:08:57Z,48654354733,3,Top movers,2.082,0.633,1.449,-2.220446049250313e-16,True,,0.633,1.254
91,91,2026-08-12T02:18:57Z,49198792764,3,Top movers,1.044,0.699,0.345,1.1102230246251565e-16,True,,0.497,1.3900000000000001
92,92,2026-08-12T02:28:57Z,49752959746,3,Top movers,3.011,0.935,2.076,0.0,True,,0.633,0.41100000000000003
93,93,2026-08-12T02:38:57Z,50295558507,3,Top movers,0.505,0.288,0.217,2.7755575615628914e-17,True,,0.646,1.436
94,94,2026-08-12T02:48:57Z,50839423797,3,Top movers,2.651,0.337,2.314,-4.440892098500626e-16,True,,0.651,0.6540000000000001
95,95,2026-08-12T02:58:57Z,51388846496,3,Top movers,0.811,0.646,0.165,2.7755575615628914e-17,True,,0.651,1.636
96,96,2026-08-12T03:08:57Z,51921113849,3,Top movers,2.287,0.651,1.636,0.0,True,,0.651,1.002
97,97,2026-08-12T03:18:57Z,52476957308,3,Top movers,1.305,0.767,0.538,-1.1102230246251565e-16,True,,0.767,1.52
98,98,2026-08-12T03:28:57Z,53013859627,3,Top movers,4.513,0.825,3.688,-4.440892098500626e-16,True,,0.825,0.8280000000000001
99,99,2026-08-12T03:38:57Z,53553602030,3,Top movers,1.653,1.203,0.45,-5.551115123125783e-17,True,,1.127,1.16
100,100,2026-08-12T03:48:57Z,54096739316,3,Top movers,2.88,1.127,1.753,0.0,True,,1.203,0.7449999999999999
101,101,2026-08-12T03:58:57Z,54638958461,3,Top movers,1.524,1.251,0.273,1.1102230246251565e-16,True,,1.251,1.448
102,102,2026-08-12T04:08:57Z,55184688243,3,Top movers,2.699,1.461,1.238,-2.220446049250313e-16,True,,1.461,1.038
103,103,2026-08-12T04:18:57Z,55728939933,3,Top movers,1.948,1.607,0.341,-5.551115123125783e-17,True,,1.607,1.0919999999999999
104,104,2026-08-12T04:28:57Z,56273535672,3,Top movers,4.15,1.884,2.266,4.440892098500626e-16,True,,1.884,0.7760000000000002
105,105,2026-08-12T04:38:57Z,56810381460,3,Top movers,2.499,2.099,0.4,-1.1102230246251565e-16,True,,2.028,0.6709999999999998
106,106,2026-08-12T04:48:57Z,57362361385,3,Top movers,3.181,2.028,1.153,0.0,True,,2.099,1.0819999999999999
107,107,2026-08-12T04:58:57Z,57913493016,3,Top movers,2.66,2.225,0.435,5.551115123125783e-17,True,,2.123,2.027
108,108,2026-08-12T05:08:57Z,58446958006,3,Top movers,4.765,3.355,1.41,-2.220446049250313e-16,True,,2.225,1.642
109,109,2026-08-12T05:18:57Z,58996538773,3,Top movers,4.547,2.123,2.424,-4.440892098500626e-16,True,,2.394,2.1530000000000005
110,110,2026-08-12T05:28:57Z,59543392881,3,Top movers,8.56,2.817,5.743,0.0,True,,2.817,1.7300000000000004
111,111,2026-08-12T05:38:57Z,60095495207,3,Top movers,3.867,2.394,1.473,-2.220446049250313e-16,True,,3.1,1.6649999999999996
112,112,2026-08-12T05:48:57Z,60639957737,3,Top movers,7.737,3.186,4.551,0.0,True,,3.1,1.4470000000000005
113,113,2026-08-12T05:58:57Z,61187361357,3,Top movers,3.997,3.1,0.897,-2.220446049250313e-16,True,,3.186,1.6239999999999997
114,114,2026-08-12T06:08:57Z,61731139656,3,Top movers,9.92,3.223,6.697,0.0,True,,3.223,1.5869999999999997
115,115,2026-08-12T06:18:57Z,62279567684,3,Top movers,4.219,3.912,0.307,3.885780586188048e-16,True,,3.368,1.536
116,116,2026-08-12T06:28:57Z,62825580983,3,Top movers,4.81,3.368,1.442,-2.220446049250313e-16,True,,3.442,1.444
117,117,2026-08-12T06:38:57Z,63370928291,3,Top movers,4.904,3.772,1.132,2.220446049250313e-16,True,,3.772,1.1320000000000001
118,118,2026-08-12T06:48:57Z,63914819184,3,Top movers,8.3,3.442,4.858,8.881784197001252e-16,True,,3.87,1.0339999999999998
119,119,2026-08-12T06:58:57Z,64455955665,3,Top movers,4.886,3.87,1.016,0.0,True,,3.87,2.0809999999999995
120,120,2026-08-12T07:08:57Z,65003623242,3,Top movers,11.61,4.007,7.603,0.0,True,,4.007,4.236000000000001
121,121,2026-08-12T07:18:57Z,65557201130,3,Top movers,5.951,4.685,1.266,0.0,True,,4.374,3.926000000000001
122,122,2026-08-12T07:28:57Z,66099065156,3,Top movers,8.243,4.374,3.869,4.440892098500626e-16,True,,4.635,3.6080000000000005
123,123,2026-08-12T07:38:57Z,66642452422,3,Top movers,10.658,9.813,0.845,-1.1102230246251565e-15,True,,4.685,4.101
124,124,2026-08-12T07:48:57Z,67182421438,3,Top movers,9.4,4.635,4.765,8.881784197001252e-16,True,,4.782,4.004
125,125,2026-08-12T07:58:57Z,67727916114,3,Top movers,6.643,4.891,1.752,-2.220446049250313e-16,True,,4.891,4.508999999999999
126,126,2026-08-12T08:08:57Z,68267471024,3,Top movers,8.786,4.782,4.004,0.0,True,,9.813,0.8450000000000006
127,127,2026-08-12T08:18:57Z,68802200323,3,Top movers,10.868,10.357,0.511,9.992007221626409e-16,True,,4.891,4.508999999999999
128,128,2026-08-12T08:28:57Z,69346329844,3,Top movers,12.99,10.442,2.548,0.0,True,,4.891,3.8949999999999996
129,129,2026-08-12T08:38:57Z,69897183390,3,Top movers,12.637,11.352,1.285,2.220446049250313e-16,True,,4.782,4.004
130,130,2026-08-12T08:48:57Z,70428726736,3,Top movers,0.75,0.275,0.475,0.0,True,,0.814,3.739
131,131,2026-08-12T08:58:57Z,70979357463,3,Top movers,4.553,0.476,4.077,0.0,True,,0.814,1.108
132,132,2026-08-12T09:08:57Z,71519985704,3,Top movers,1.235,0.679,0.556,0.0,True,,0.754,1.168
133,133,2026-08-12T09:18:57Z,72058735690,3,Top movers,1.525,0.814,0.711,0.0,True,,0.754,0.972
134,134,2026-08-12T09:28:57Z,72596851158,3,Top movers,1.922,0.855,1.067,0.0,True,,0.814,1.108
135,135,2026-08-12T09:38:57Z,73126410994,3,Top movers,11.109,0.754,10.355,0.0,True,,0.855,0.871
136,136,2026-08-12T09:48:57Z,73663989869,3,Top movers,1.726,1.135,0.591,0.0,True,,0.883,1.039
137,137,2026-08-12T09:58:57Z,74210734717,3,Top movers,4.159,0.883,3.276,0.0,True,,1.135,0.853
138,138,2026-08-12T10:08:57Z,74754170511,3,Top movers,1.678,1.218,0.46,-5.551115123125783e-17,True,,1.135,2.034
139,139,2026-08-12T10:18:57Z,75292467460,3,Top movers,3.169,1.24,1.929,0.0,True,,1.218,0.8170000000000002
140,140,2026-08-12T10:28:57Z,75839048271,3,Top movers,1.988,1.409,0.579,0.0,True,,1.24,1.929
141,141,2026-08-12T10:38:57Z,76379287699,3,Top movers,4.868,1.105,3.763,4.440892098500626e-16,True,,1.277,1.8920000000000001
142,142,2026-08-12T10:48:57Z,76921212731,3,Top movers,2.035,1.277,0.758,2.220446049250313e-16,True,,1.409,2.1369999999999996
143,143,2026-08-12T10:58:57Z,77474274891,3,Top movers,3.894,1.519,2.375,0.0,True,,1.519,2.027
144,144,2026-08-12T11:08:57Z,78020239558,3,Top movers,3.546,2.054,1.492,0.0,True,,1.671,1.9639999999999997
145,145,2026-08-12T11:18:57Z,78556038400,3,Top movers,3.635,1.807,1.828,-2.220446049250313e-16,True,,1.807,1.7389999999999999
146,146,2026-08-12T11:28:57Z,79095605628,3,Top movers,3.044,1.671,1.373,0.0,True,,2.008,1.5379999999999998
147,147,2026-08-12T11:38:57Z,79642025309,3,Top movers,4.036,2.122,1.914,-2.220446049250313e-16,True,,2.054,0.9900000000000002
148,148,2026-08-12T11:48:57Z,80174044570,3,Top movers,2.687,2.008,0.679,-2.220446049250313e-16,True,,2.122,0.9220000000000002
149,149,2026-08-12T11:58:57Z,80719696641,3,Top movers,2.637,2.174,0.463,5.551115123125783e-17,True,,2.161,0.883
150,150,2026-08-12T12:08:57Z,81262895664,3,Top movers,2.851,2.161,0.69,0.0,True,,2.161,0.9279999999999999
151,151,2026-08-12T12:18:57Z,81806775602,3,Top movers,4.757,2.452,2.305,-4.440892098500626e-16,True,,2.174,0.677
152,152,2026-08-12T12:28:57Z,82353792598,3,Top movers,3.089,2.33,0.759,-1.1102230246251565e-16,True,,2.279,0.81
153,153,2026-08-12T12:38:57Z,82888706006,3,Top movers,9.464,2.107,7.357,0.0,True,,2.33,1.479
154,154,2026-08-12T12:48:57Z,83443900439,3,Top movers,2.791,2.279,0.512,0.0,True,,2.424,2.3329999999999997
155,155,2026-08-12T12:58:57Z,83986715739,3,Top movers,9.766,2.424,7.342,8.881784197001252e-16,True,,2.424,2.472000000000001
156,156,2026-08-12T13:08:57Z,84528180207,3,Top movers,3.809,2.826,0.983,1.1102230246251565e-16,True,,2.597,2.299000000000001
157,157,2026-08-12T13:18:57Z,85066604156,3,Top movers,9.506,2.597,6.909,8.881784197001252e-16,True,,2.694,1.795
158,158,2026-08-12T13:28:57Z,85620033283,3,Top movers,4.896,4.025,0.871,-4.440892098500626e-16,True,,2.826,2.0700000000000007
159,159,2026-08-12T13:38:57Z,86152994817,3,Top movers,4.489,2.694,1.795,0.0,True,,3.579,0.9099999999999997
160,160,2026-08-12T13:48:57Z,86704737177,3,Top movers,4.462,3.579,0.883,-4.440892098500626e-16,True,,3.579,0.9099999999999997
161,161,2026-08-12T13:58:57Z,87242847941,3,Top movers,7.222,4.432,2.79,0.0,True,,3.579,0.9099999999999997
162,162,2026-08-12T14:08:57Z,87786454820,3,Top movers,4.448,3.579,0.869,2.220446049250313e-16,True,,3.579,0.9099999999999997
163,163,2026-08-12T14:18:57Z,88330971978,3,Top movers,4.01,3.08,0.93,-3.3306690738754696e-16,True,,3.637,0.8249999999999997
164,164,2026-08-12T14:28:57Z,88873955947,3,Top movers,4.853,3.85,1.003,-2.220446049250313e-16,True,,3.637,0.8110000000000004
165,165,2026-08-12T14:38:57Z,89419840113,3,Top movers,4.99,3.885,1.105,4.440892098500626e-16,True,,3.637,0.8110000000000004
166,166,2026-08-12T14:48:57Z,89959994694,3,Top movers,4.412,3.637,0.775,-1.1102230246251565e-16,True,,3.85,1.0029999999999997
167,167,2026-08-12T14:58:57Z,90505068849,3,Top movers,4.3,3.33,0.97,-2.220446049250313e-16,True,,3.885,1.1050000000000004
168,168,2026-08-12T15:08:57Z,91061606220,3,Top movers,10.953,10.359,0.594,-5.551115123125783e-16,True,,10.359,0.5939999999999994
169,169,2026-08-12T15:18:57Z,91608517197,3,Top movers,12.182,10.599,1.583,2.220446049250313e-16,True,,10.593,1.0470000000000006
170,170,2026-08-12T15:28:57Z,92153494394,3,Top movers,11.64,10.718,0.922,5.551115123125783e-16,True,,10.599,1.5830000000000002
171,171,2026-08-12T15:38:57Z,92698030525,3,Top movers,12.315,10.593,1.722,-4.440892098500626e-16,True,,10.718,1.5969999999999995
172,172,2026-08-12T15:48:57Z,93242607069,3,Top movers,12.648,11.365,1.283,-4.440892098500626e-16,True,,10.809,1.673
173,173,2026-08-12T15:58:57Z,93787407199,3,Top movers,13.513,11.442,2.071,-4.440892098500626e-16,True,,10.883,1.7650000000000006
174,174,2026-08-12T16:08:57Z,94330065240,3,Top movers,12.689,10.883,1.806,8.881784197001252e-16,True,,10.896,1.751999999999999
175,175,2026-08-12T16:18:57Z,94877773840,3,Top movers,12.482,10.809,1.673,0.0,True,,10.896,1.7929999999999993
176,176,2026-08-12T16:28:57Z,95419508344,3,Top movers,13.065,10.944,2.121,-1.3322676295501878e-15,True,,10.896,1.8959999999999972
177,177,2026-08-12T16:38:57Z,95972724266,3,Top movers,12.613,10.896,1.717,-1.3322676295501878e-15,True,,10.896,1.7929999999999993
178,178,2026-08-12T16:48:57Z,96513946374,3,Top movers,12.792,10.79,2.002,8.881784197001252e-16,True,,10.944,1.8479999999999972
179,179,2026-08-12T16:58:57Z,97064716964,3,Top movers,14.265,12.949,1.316,6.661338147750939e-16,True,,10.944,2.1210000000000004
180,180,2026-08-12T17:08:57Z,97615350266,3,Top movers,12.183,11.374,0.809,-7.771561172376096e-16,True,,11.374,1.770999999999999
181,181,2026-08-12T17:18:57Z,98161784620,3,Top movers,14.266,12.002,2.264,-4.440892098500626e-16,True,,11.394,1.7560000000000002
182,182,2026-08-12T17:28:57Z,98700378757,3,Top movers,13.15,10.836,2.314,0.0,True,,11.5215,1.8544999999999998
183,183,2026-08-12T17:38:57Z,99259158207,3,Top movers,13.145,11.394,1.751,-4.440892098500626e-16,True,,11.394,1.7560000000000002
184,184,2026-08-12T17:48:57Z,99801890611,3,Top movers,13.602,11.649,1.953,1.1102230246251565e-15,True,,11.5215,1.8544999999999998
2,2,2026-08-11T11:28:57Z,532996784,4,Daily activity,1.251,0.18,1.071,0.0,True,,0.44499999999999995,0.9894999999999999
3,3,2026-08-11T11:38:57Z,1108625165,4,Daily activity,1.212,0.292,0.92,-1.1102230246251565e-16,True,,0.598,1.02
4,4,2026-08-11T11:48:57Z,1658912507,4,Daily activity,2.258,0.598,1.66,2.220446049250313e-16,True,,0.6275,1.3105
5,5,2026-08-11T11:58:57Z,2217147353,4,Daily activity,1.618,0.657,0.961,1.1102230246251565e-16,True,,0.657,1.601
6,6,2026-08-11T12:08:57Z,2786291244,4,Daily activity,3.18,1.136,2.044,4.440892098500626e-16,True,,1.032,1.376
7,7,2026-08-11T12:18:57Z,3343738155,4,Daily activity,2.408,1.032,1.376,0.0,True,,1.136,1.7590000000000001
8,8,2026-08-11T12:28:57Z,3899391577,4,Daily activity,3.998,1.404,2.594,4.440892098500626e-16,True,,1.404,1.7759999999999998
9,9,2026-08-11T12:38:57Z,4448004794,4,Daily activity,2.895,1.46,1.435,0.0,True,,1.46,2.178
10,10,2026-08-11T12:48:57Z,5002254267,4,Daily activity,3.931,1.71,2.221,0.0,True,,1.71,2.208
11,11,2026-08-11T12:58:57Z,5553730140,4,Daily activity,3.638,1.933,1.705,-2.220446049250313e-16,True,,1.933,1.998
12,12,2026-08-11T13:08:57Z,6107183801,4,Daily activity,4.148,1.975,2.173,-4.440892098500626e-16,True,,1.975,1.943
13,13,2026-08-11T13:18:57Z,6662885451,4,Daily activity,3.918,2.222,1.696,2.220446049250313e-16,True,,1.975,1.956
14,14,2026-08-11T13:28:57Z,7220407062,4,Daily activity,9.33,2.357,6.973,0.0,True,,1.975,1.943
15,15,2026-08-11T13:38:57Z,7772453021,4,Daily activity,2.943,2.223,0.72,2.220446049250313e-16,True,,1.975,1.943
16,16,2026-08-11T13:48:57Z,8327660844,4,Daily activity,4.28,0.294,3.986,0.0,True,,0.845,2.987
17,17,2026-08-11T13:58:57Z,8869790384,4,Daily activity,1.907,0.538,1.369,0.0,True,,0.845,2.987
18,18,2026-08-11T14:08:57Z,9416167217,4,Daily activity,3.832,0.561,3.271,0.0,True,,0.845,2.987
19,19,2026-08-11T14:18:57Z,9966828956,4,Daily activity,1.899,0.845,1.054,0.0,True,,0.845,3.4350000000000005
20,20,2026-08-11T14:28:57Z,10515573711,4,Daily activity,4.559,0.941,3.618,4.440892098500626e-16,True,,0.874,2.9579999999999997
21,21,2026-08-11T14:38:57Z,11061458462,4,Daily activity,4.421,1.53,2.891,0.0,True,,0.941,3.4800000000000004
22,22,2026-08-11T14:48:57Z,11598082800,4,Daily activity,4.779,1.157,3.622,0.0,True,,1.157,3.2640000000000002
23,23,2026-08-11T14:58:57Z,12155361632,4,Daily activity,2.388,0.874,1.514,-2.220446049250313e-16,True,,1.414,3.1450000000000005
24,24,2026-08-11T15:08:57Z,12701532891,4,Daily activity,10.429,1.508,8.921,0.0,True,,1.508,2.9130000000000003
25,25,2026-08-11T15:18:57Z,13239818975,4,Daily activity,2.365,1.414,0.951,3.3306690738754696e-16,True,,1.508,3.271
26,26,2026-08-11T15:28:57Z,13783825272,4,Daily activity,9.896,1.706,8.19,1.7763568394002505e-15,True,,1.61,1.144
27,27,2026-08-11T15:38:57Z,14320432691,4,Daily activity,2.459,1.63,0.829,2.220446049250313e-16,True,,1.63,3.3
28,28,2026-08-11T15:48:57Z,14865686419,4,Daily activity,10.305,2.126,8.179,0.0,True,,1.68,1.7789999999999997
29,29,2026-08-11T15:58:57Z,15406449067,4,Daily activity,2.754,1.61,1.144,0.0,True,,1.706,3.2239999999999998
30,30,2026-08-11T16:08:57Z,15953152260,4,Daily activity,4.93,1.68,3.25,0.0,True,,1.902,1.8900000000000003
31,31,2026-08-11T16:18:57Z,16496810019,4,Daily activity,3.459,1.902,1.557,2.220446049250313e-16,True,,2.089,2.8409999999999997
32,32,2026-08-11T16:28:57Z,17037168163,4,Daily activity,10.606,2.089,8.517,0.0,True,,2.089,1.7030000000000003
33,33,2026-08-11T16:38:57Z,17587595862,4,Daily activity,3.792,2.862,0.93,-3.3306690738754696e-16,True,,2.696,2.2339999999999995
34,34,2026-08-11T16:48:57Z,18120902444,4,Daily activity,8.985,3.205,5.78,-8.881784197001252e-16,True,,2.862,1.6630000000000003
35,35,2026-08-11T16:58:57Z,18664388826,4,Daily activity,3.568,2.696,0.872,-1.1102230246251565e-16,True,,3.205,5.779999999999999
36,36,2026-08-11T17:08:57Z,19216193045,4,Daily activity,9.768,3.421,6.347,8.881784197001252e-16,True,,3.42,1.46
37,37,2026-08-11T17:18:57Z,19745883933,4,Daily activity,4.525,3.42,1.105,4.440892098500626e-16,True,,3.421,5.564
38,38,2026-08-11T17:28:57Z,20305329136,4,Daily activity,10.188,3.614,6.574,8.881784197001252e-16,True,,3.614,3.4130000000000003
39,39,2026-08-11T17:38:57Z,20844684066,4,Daily activity,4.88,3.873,1.007,-2.220446049250313e-16,True,,3.724,6.0440000000000005
40,40,2026-08-11T17:48:57Z,21391428069,4,Daily activity,10.593,4.165,6.428,0.0,True,,3.873,3.6739999999999995
41,41,2026-08-11T17:58:57Z,21938345201,4,Daily activity,7.027,3.724,3.303,0.0,True,,4.165,6.022999999999999
42,42,2026-08-11T18:08:57Z,22480394175,4,Daily activity,10.479,4.883,5.596,-8.881784197001252e-16,True,,4.341,3.2059999999999995
