table_name,table_id,vacuum_type,is_automatic,status,start_time,end_time,duration_seconds,rows_before_vacuum,size_before_vacuum,sortedrows_before_vacuum,sortedrows_after_vacuum
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:16:53.691909,2026-08-13 10:16:56.087183,2.395274,1067620,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:18:57.453862,2026-08-13 10:19:00.033175,2.579313,1089617,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:18:57.453862,,0.0,1100994,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:19:53.609784,2026-08-13 10:19:57.084947,3.475163,1069687,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:19:53.609784,,0.0,1105450,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:21:58.150616,2026-08-13 10:22:00.723287,2.572671,1070806,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:21:58.150616,,0.0,1088628,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:22:54.903840,,0.0,1080371,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:22:54.903840,2026-08-13 10:22:57.091495,2.187655,1070970,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:24:56.042904,,0.0,1090180,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:24:56.042904,2026-08-13 10:24:58.353529,2.310625,1072211,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:25:54.409591,,0.0,1081876,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:25:54.409591,2026-08-13 10:25:56.982989,2.573398,1069195,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:27:23.801111,2026-08-13 10:27:24.773443,0.972332,1073648,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:27:23.801111,,0.0,1078890,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:28:53.710693,2026-08-13 10:28:56.096257,2.385564,1074124,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:28:53.710693,,0.0,1093220,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:30:23.750950,,0.0,1087815,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:30:23.750950,2026-08-13 10:30:25.297396,1.546446,1079553,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:31:53.815923,,0.0,1112864,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:31:53.815923,2026-08-13 10:31:56.711317,2.895394,1088694,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:33:55.141560,,0.0,1107637,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:33:55.141560,2026-08-13 10:33:58.156067,3.014507,1087243,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:34:55.113055,,0.0,1096769,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:34:55.113055,2026-08-13 10:34:57.655749,2.542694,1090635,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:36:56.050631,,0.0,1109818,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:36:56.050631,2026-08-13 10:36:59.358390,3.307759,1088518,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:37:53.806352,,0.0,1098124,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:37:53.806352,2026-08-13 10:37:55.472628,1.666276,1091698,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:39:24.049881,2026-08-13 10:39:26.215682,2.165801,1100213,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:39:24.049881,,0.0,1111076,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:40:54.908354,2026-08-13 10:40:57.638881,2.730527,1081594,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:40:54.908354,,0.0,1110020,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:42:24.348183,,0.0,1112460,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:42:24.348183,2026-08-13 10:42:28.425593,4.07741,1107768,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:43:53.995341,,0.0,1117059,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:43:53.995341,2026-08-13 10:43:56.861453,2.866112,1097609,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:45:24.028397,2026-08-13 10:45:27.083354,3.054957,1097164,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:45:24.028397,,0.0,1106987,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:46:53.886741,2026-08-13 10:46:57.043294,3.156553,1110760,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:46:53.886741,,0.0,1115982,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:48:25.668615,,0.0,1120163,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:48:25.668615,2026-08-13 10:48:28.446173,2.777558,1102177,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:49:55.206854,,0.0,1121169,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:49:55.206854,2026-08-13 10:49:58.445588,3.238734,1098294,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:51:57.163846,,0.0,1117411,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:51:57.163846,2026-08-13 10:51:59.340715,2.176869,1099518,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:52:55.117599,,0.0,1109115,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:52:55.117599,2026-08-13 10:52:56.005067,0.887468,1109115,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:54:24.948043,,0.0,1118811,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:54:24.948043,2026-08-13 10:54:27.092112,2.144069,1100229,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:55:56.028675,2026-08-13 10:55:59.849027,3.820352,1123803,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:55:56.028675,,0.0,1132717,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:57:55.159498,2026-08-13 10:57:58.605308,3.44581,1101879,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:57:55.159498,,0.0,1142611,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 10:58:54.324757,2026-08-13 10:58:55.345867,1.02111,1106510,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 10:58:54.324757,,0.0,1111380,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:00:55.061376,2026-08-13 11:00:57.042680,1.981304,1115062,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:00:55.061376,,0.0,1125684,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:01:54.222305,,0.0,1124673,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:01:54.222305,2026-08-13 11:01:57.083241,2.860936,1111005,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:03:55.147369,,0.0,1130391,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:03:55.147369,2026-08-13 11:03:57.682364,2.534995,1111945,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:04:55.506411,,0.0,1121680,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:04:55.506411,2026-08-13 11:04:58.361567,2.855156,1112258,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:06:24.141235,,0.0,1122041,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:06:24.141235,2026-08-13 11:06:26.454172,2.312937,1111284,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:07:55.208589,2026-08-13 11:07:58.304063,3.095474,1120056,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:07:55.208589,,0.0,1141010,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:09:24.149914,2026-08-13 11:09:26.752055,2.602141,1121667,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:09:24.149914,,0.0,1137664,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:10:55.119794,2026-08-13 11:10:58.060350,2.940556,1119388,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:10:55.119794,,0.0,1140598,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:12:55.458016,2026-08-13 11:12:59.558025,4.100009,1120179,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:12:55.458016,,0.0,1138507,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:13:56.222214,2026-08-13 11:13:58.325387,2.103173,1121891,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:13:56.222214,,0.0,1129772,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:15:56.155678,2026-08-13 11:15:58.858174,2.702496,1126639,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:15:56.155678,,0.0,1141118,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:16:54.322963,2026-08-13 11:16:58.515627,4.192664,1126235,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:16:54.322963,,0.0,1136242,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:18:58.071032,2026-08-13 11:19:00.170912,2.09988,1123639,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:18:58.071032,,0.0,1145590,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:19:54.425199,,0.0,1139312,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:19:54.425199,2026-08-13 11:19:57.799265,3.374066,1128123,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:21:55.558139,2026-08-13 11:21:59.237433,3.679294,1123936,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:21:55.558139,,0.0,1161450,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:22:54.330390,2026-08-13 11:22:55.208623,0.878233,1133260,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:22:54.330390,,0.0,1133260,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:24:25.987477,,0.0,1142658,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:24:25.987477,2026-08-13 11:24:29.589828,3.602351,1134822,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:25:54.451283,,0.0,1153781,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:25:54.451283,2026-08-13 11:25:57.372587,2.921304,1146723,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:27:25.596355,,0.0,1165771,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:27:25.596355,2026-08-13 11:27:28.240394,2.644039,1140698,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:28:54.974317,,0.0,1150281,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:28:54.974317,2026-08-13 11:28:58.141190,3.166873,1145631,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:30:57.116655,,0.0,1164783,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:30:57.116655,2026-08-13 11:31:01.091648,3.974993,1126343,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:31:54.477098,,0.0,1135951,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:31:54.477098,2026-08-13 11:31:56.667705,2.190607,1135951,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:33:24.510277,2026-08-13 11:33:27.506258,2.995981,1132076,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:33:24.510277,,0.0,1145760,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:34:54.572603,2026-08-13 11:34:58.654514,4.081911,1169352,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:34:54.572603,,0.0,1170860,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:36:24.988682,2026-08-13 11:36:27.773075,2.784393,1140802,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:36:24.988682,,0.0,1178870,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:38:27.394361,2026-08-13 11:38:30.047262,2.652901,1152208,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:38:27.394361,,0.0,1169389,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:39:59.058346,,0.0,1161841,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:39:59.058346,2026-08-13 11:40:01.786208,2.727862,1146421,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:40:55.418865,,0.0,1156057,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:40:55.418865,2026-08-13 11:40:57.741169,2.322304,1148809,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:42:58.175373,2026-08-13 11:42:59.271377,1.096004,1156032,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:42:58.175373,,0.0,1168132,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:43:54.521171,2026-08-13 11:43:58.220245,3.699074,1149546,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:43:54.521171,,0.0,1165722,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:45:56.063239,2026-08-13 11:45:58.677092,2.613853,1147713,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:45:56.063239,,0.0,1169131,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:46:54.633950,,0.0,1161856,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:46:54.633950,2026-08-13 11:46:56.440672,1.806722,1161856,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:48:57.595154,,0.0,1191440,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:48:57.595154,2026-08-13 11:49:01.068081,3.472927,1153846,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:49:56.565344,,0.0,1163289,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:49:56.565344,2026-08-13 11:49:59.508846,2.943502,1155832,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:51:25.014566,,0.0,1175000,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:51:25.014566,2026-08-13 11:51:26.180742,1.166176,1166007,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:52:55.310260,,0.0,1175639,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:52:55.310260,2026-08-13 11:52:57.855434,2.545174,1158570,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:54:55.634012,,0.0,1177928,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:54:55.634012,2026-08-13 11:54:57.363008,1.728996,1163813,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:56:28.113654,,0.0,1183142,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:56:28.113654,2026-08-13 11:56:30.712692,2.599038,1164720,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:57:24.666643,,0.0,1174437,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:57:24.666643,2026-08-13 11:57:27.743397,3.076754,1174437,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 11:58:55.029561,,0.0,1184105,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 11:58:55.029561,2026-08-13 11:58:58.233889,3.204328,1157082,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:00:56.031924,2026-08-13 12:00:58.641365,2.609441,1171456,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:00:56.031924,,0.0,1186801,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:01:54.807347,2026-08-13 12:01:57.690073,2.882726,1170014,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:01:54.807347,,0.0,1189062,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:03:57.558468,,0.0,1188936,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:03:57.558468,2026-08-13 12:04:00.345016,2.786548,1172531,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:04:54.871339,,0.0,1182130,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:04:54.871339,2026-08-13 12:04:56.710955,1.839616,1172456,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:06:25.165361,,0.0,1191626,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:06:25.165361,2026-08-13 12:06:27.435230,2.269869,1179815,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:07:56.653563,,0.0,1189488,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:07:56.653563,2026-08-13 12:07:58.731067,2.077504,1174735,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 12:09:26.713709,,0.0,1184506,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 12:09:26.713709,2026-08-13 12:09:27.784948,1.071239,1176388,2988,47,47
