system,workload,iteration,raw_rows,query,seconds,source,phase
clickhouse,dashboard,4,1975682003,2,0.033,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,4,1975682003,3,0.045,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,4,1975682003,4,0.025,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,5,2574084882,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,5,2574084882,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,5,2574084882,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,5,2574084882,4,0.008,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,6,3146910669,1,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,6,3146910669,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,6,3146910669,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,6,3146910669,4,0.008,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,7,3738865972,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,7,3738865972,2,0.009,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,7,3738865972,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,7,3738865972,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,8,4293755746,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,8,4293755746,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,8,4293755746,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,8,4293755746,4,0.009,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,9,4891042750,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,9,4891042750,2,0.008,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,9,4891042750,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,9,4891042750,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,10,5469535309,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,10,5469535309,2,0.017,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,10,5469535309,3,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,10,5469535309,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,11,6010532017,1,0.006,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,11,6010532017,2,0.009,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,11,6010532017,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,11,6010532017,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,12,6539371357,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,12,6539371357,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,12,6539371357,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,12,6539371357,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,13,7146131616,1,0.006,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,13,7146131616,2,0.009,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,13,7146131616,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,13,7146131616,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,14,7727462172,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,14,7727462172,2,0.009,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,14,7727462172,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,14,7727462172,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,15,8305203448,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,15,8305203448,2,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,15,8305203448,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,15,8305203448,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,16,8807164173,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,16,8807164173,2,0.017,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,16,8807164173,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,16,8807164173,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,17,9395201523,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,17,9395201523,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,17,9395201523,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,17,9395201523,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,19,10448957290,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,19,10448957290,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,19,10448957290,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,19,10448957290,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,20,10999409964,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,20,10999409964,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,20,10999409964,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,20,10999409964,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,21,11495758638,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,21,11495758638,2,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,21,11495758638,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,21,11495758638,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,22,12058435469,1,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,22,12058435469,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,22,12058435469,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,22,12058435469,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,23,12574526062,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,23,12574526062,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,23,12574526062,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,23,12574526062,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,24,13130688854,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,24,13130688854,2,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,24,13130688854,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,24,13130688854,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,25,13690901348,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,25,13690901348,2,0.016,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,25,13690901348,3,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,25,13690901348,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,26,14280804947,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,26,14280804947,2,0.016,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,26,14280804947,3,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,26,14280804947,4,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,27,14876856126,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,27,14876856126,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,27,14876856126,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,27,14876856126,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,28,15470256866,1,0.087,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,28,15470256866,2,0.08,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,28,15470256866,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,28,15470256866,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,29,16058779354,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,29,16058779354,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,29,16058779354,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,29,16058779354,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,30,16604006353,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,30,16604006353,2,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,30,16604006353,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,30,16604006353,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,31,17204550973,1,0.006,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,31,17204550973,2,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,31,17204550973,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,31,17204550973,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,32,17758468213,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,32,17758468213,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,32,17758468213,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,32,17758468213,4,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,34,18930505218,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,34,18930505218,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,34,18930505218,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,34,18930505218,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,35,19498533079,1,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,35,19498533079,2,0.016,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,35,19498533079,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,35,19498533079,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,36,20030972521,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,36,20030972521,2,0.104,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,36,20030972521,3,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,36,20030972521,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,37,20598954386,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,37,20598954386,2,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,37,20598954386,3,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,37,20598954386,4,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,38,21177624388,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,38,21177624388,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,38,21177624388,3,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,38,21177624388,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,39,21690449123,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,39,21690449123,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,39,21690449123,3,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,39,21690449123,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,40,22225814642,1,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,40,22225814642,2,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,40,22225814642,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,40,22225814642,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,41,22769842666,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,41,22769842666,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,41,22769842666,3,0.013,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,41,22769842666,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,42,23288685490,1,0.014,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,42,23288685490,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,42,23288685490,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,42,23288685490,4,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,43,23844225514,1,0.007,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,43,23844225514,2,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,43,23844225514,3,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,43,23844225514,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,45,24937313823,1,0.012,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,45,24937313823,2,0.015,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,45,24937313823,3,0.011,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
clickhouse,dashboard,45,24937313823,4,0.01,quotes/clickhouse-cloud/results_t2/matched/databricks_serverless_20260918/dashboard_active_matched_to_databricks.jsonl,accepted_ingestion_window
